x,y,z,success
-0.088,-0.089,-0.046,False
-0.088,-0.089,-0.042,False
-0.088,-0.089,-0.038,False
-0.088,-0.089,-0.034,False
-0.088,-0.089,-0.03,False
-0.088,-0.089,-0.026,False
-0.088,-0.089,-0.022,False
-0.088,-0.089,-0.019,False
-0.088,-0.089,-0.015,False
-0.088,-0.089,-0.011,False
-0.088,-0.089,-0.007,False
-0.088,-0.089,-0.003,False
-0.088,-0.089,0.001,False
-0.088,-0.089,0.005,False
-0.088,-0.089,0.009,False
-0.088,-0.089,0.013,False
-0.088,-0.089,0.017,False
-0.088,-0.089,0.021,False
-0.088,-0.089,0.024,False
-0.088,-0.089,0.028,False
-0.088,-0.089,0.032,False
-0.088,-0.089,0.036,False
-0.088,-0.089,0.04,False
-0.088,-0.089,0.044,False
-0.088,-0.089,0.048,False
-0.088,-0.089,0.052,False
-0.088,-0.089,0.056,False
-0.088,-0.089,0.06,False
-0.088,-0.089,0.063,False
-0.088,-0.089,0.067,False
-0.088,-0.089,0.071,False
-0.088,-0.089,0.075,False
-0.088,-0.089,0.079,False
-0.088,-0.089,0.083,False
-0.088,-0.089,0.087,False
-0.088,-0.089,0.091,False
-0.088,-0.089,0.095,False
-0.088,-0.089,0.099,False
-0.088,-0.089,0.102,False
-0.088,-0.089,0.106,False
-0.088,-0.089,0.11,False
-0.088,-0.089,0.114,False
-0.088,-0.089,0.118,False
-0.088,-0.089,0.122,False
-0.088,-0.089,0.126,False
-0.088,-0.089,0.13,False
-0.088,-0.089,0.134,False
-0.088,-0.089,0.138,False
-0.088,-0.089,0.141,False
-0.088,-0.089,0.145,False
-0.088,-0.084,-0.046,False
-0.088,-0.084,-0.042,False
-0.088,-0.084,-0.038,False
-0.088,-0.084,-0.034,False
-0.088,-0.084,-0.03,False
-0.088,-0.084,-0.026,False
-0.088,-0.084,-0.022,False
-0.088,-0.084,-0.019,False
-0.088,-0.084,-0.015,False
-0.088,-0.084,-0.011,False
-0.088,-0.084,-0.007,False
-0.088,-0.084,-0.003,False
-0.088,-0.084,0.001,False
-0.088,-0.084,0.005,False
-0.088,-0.084,0.009,False
-0.088,-0.084,0.013,False
-0.088,-0.084,0.017,False
-0.088,-0.084,0.021,False
-0.088,-0.084,0.024,False
-0.088,-0.084,0.028,False
-0.088,-0.084,0.032,False
-0.088,-0.084,0.036,False
-0.088,-0.084,0.04,False
-0.088,-0.084,0.044,False
-0.088,-0.084,0.048,False
-0.088,-0.084,0.052,False
-0.088,-0.084,0.056,False
-0.088,-0.084,0.06,False
-0.088,-0.084,0.063,False
-0.088,-0.084,0.067,False
-0.088,-0.084,0.071,False
-0.088,-0.084,0.075,False
-0.088,-0.084,0.079,False
-0.088,-0.084,0.083,False
-0.088,-0.084,0.087,False
-0.088,-0.084,0.091,False
-0.088,-0.084,0.095,False
-0.088,-0.084,0.099,False
-0.088,-0.084,0.102,False
-0.088,-0.084,0.106,False
-0.088,-0.084,0.11,False
-0.088,-0.084,0.114,False
-0.088,-0.084,0.118,False
-0.088,-0.084,0.122,False
-0.088,-0.084,0.126,False
-0.088,-0.084,0.13,False
-0.088,-0.084,0.134,False
-0.088,-0.084,0.138,False
-0.088,-0.084,0.141,False
-0.088,-0.084,0.145,False
-0.088,-0.08,-0.046,False
-0.088,-0.08,-0.042,False
-0.088,-0.08,-0.038,False
-0.088,-0.08,-0.034,False
-0.088,-0.08,-0.03,False
-0.088,-0.08,-0.026,False
-0.088,-0.08,-0.022,False
-0.088,-0.08,-0.019,False
-0.088,-0.08,-0.015,False
-0.088,-0.08,-0.011,False
-0.088,-0.08,-0.007,False
-0.088,-0.08,-0.003,False
-0.088,-0.08,0.001,False
-0.088,-0.08,0.005,False
-0.088,-0.08,0.009,False
-0.088,-0.08,0.013,False
-0.088,-0.08,0.017,False
-0.088,-0.08,0.021,False
-0.088,-0.08,0.024,False
-0.088,-0.08,0.028,False
-0.088,-0.08,0.032,False
-0.088,-0.08,0.036,False
-0.088,-0.08,0.04,False
-0.088,-0.08,0.044,False
-0.088,-0.08,0.048,False
-0.088,-0.08,0.052,False
-0.088,-0.08,0.056,False
-0.088,-0.08,0.06,False
-0.088,-0.08,0.063,False
-0.088,-0.08,0.067,False
-0.088,-0.08,0.071,False
-0.088,-0.08,0.075,False
-0.088,-0.08,0.079,False
-0.088,-0.08,0.083,False
-0.088,-0.08,0.087,False
-0.088,-0.08,0.091,False
-0.088,-0.08,0.095,False
-0.088,-0.08,0.099,False
-0.088,-0.08,0.102,False
-0.088,-0.08,0.106,False
-0.088,-0.08,0.11,False
-0.088,-0.08,0.114,False
-0.088,-0.08,0.118,False
-0.088,-0.08,0.122,False
-0.088,-0.08,0.126,False
-0.088,-0.08,0.13,False
-0.088,-0.08,0.134,False
-0.088,-0.08,0.138,False
-0.088,-0.08,0.141,False
-0.088,-0.08,0.145,False
-0.088,-0.076,-0.046,False
-0.088,-0.076,-0.042,False
-0.088,-0.076,-0.038,False
-0.088,-0.076,-0.034,False
-0.088,-0.076,-0.03,False
-0.088,-0.076,-0.026,False
-0.088,-0.076,-0.022,False
-0.088,-0.076,-0.019,False
-0.088,-0.076,-0.015,False
-0.088,-0.076,-0.011,False
-0.088,-0.076,-0.007,False
-0.088,-0.076,-0.003,False
-0.088,-0.076,0.001,False
-0.088,-0.076,0.005,False
-0.088,-0.076,0.009,False
-0.088,-0.076,0.013,False
-0.088,-0.076,0.017,False
-0.088,-0.076,0.021,False
-0.088,-0.076,0.024,False
-0.088,-0.076,0.028,False
-0.088,-0.076,0.032,False
-0.088,-0.076,0.036,False
-0.088,-0.076,0.04,False
-0.088,-0.076,0.044,False
-0.088,-0.076,0.048,False
-0.088,-0.076,0.052,False
-0.088,-0.076,0.056,False
-0.088,-0.076,0.06,False
-0.088,-0.076,0.063,False
-0.088,-0.076,0.067,False
-0.088,-0.076,0.071,False
-0.088,-0.076,0.075,False
-0.088,-0.076,0.079,False
-0.088,-0.076,0.083,False
-0.088,-0.076,0.087,False
-0.088,-0.076,0.091,False
-0.088,-0.076,0.095,False
-0.088,-0.076,0.099,False
-0.088,-0.076,0.102,False
-0.088,-0.076,0.106,False
-0.088,-0.076,0.11,False
-0.088,-0.076,0.114,False
-0.088,-0.076,0.118,False
-0.088,-0.076,0.122,False
-0.088,-0.076,0.126,False
-0.088,-0.076,0.13,False
-0.088,-0.076,0.134,False
-0.088,-0.076,0.138,False
-0.088,-0.076,0.141,False
-0.088,-0.076,0.145,False
-0.088,-0.072,-0.046,False
-0.088,-0.072,-0.042,False
-0.088,-0.072,-0.038,False
-0.088,-0.072,-0.034,False
-0.088,-0.072,-0.03,False
-0.088,-0.072,-0.026,False
-0.088,-0.072,-0.022,False
-0.088,-0.072,-0.019,False
-0.088,-0.072,-0.015,False
-0.088,-0.072,-0.011,False
-0.088,-0.072,-0.007,False
-0.088,-0.072,-0.003,False
-0.088,-0.072,0.001,False
-0.088,-0.072,0.005,False
-0.088,-0.072,0.009,False
-0.088,-0.072,0.013,False
-0.088,-0.072,0.017,False
-0.088,-0.072,0.021,False
-0.088,-0.072,0.024,False
-0.088,-0.072,0.028,False
-0.088,-0.072,0.032,False
-0.088,-0.072,0.036,False
-0.088,-0.072,0.04,False
-0.088,-0.072,0.044,False
-0.088,-0.072,0.048,False
-0.088,-0.072,0.052,False
-0.088,-0.072,0.056,False
-0.088,-0.072,0.06,False
-0.088,-0.072,0.063,False
-0.088,-0.072,0.067,False
-0.088,-0.072,0.071,False
-0.088,-0.072,0.075,False
-0.088,-0.072,0.079,False
-0.088,-0.072,0.083,False
-0.088,-0.072,0.087,False
-0.088,-0.072,0.091,False
-0.088,-0.072,0.095,False
-0.088,-0.072,0.099,False
-0.088,-0.072,0.102,False
-0.088,-0.072,0.106,False
-0.088,-0.072,0.11,False
-0.088,-0.072,0.114,False
-0.088,-0.072,0.118,False
-0.088,-0.072,0.122,False
-0.088,-0.072,0.126,False
-0.088,-0.072,0.13,False
-0.088,-0.072,0.134,False
-0.088,-0.072,0.138,False
-0.088,-0.072,0.141,False
-0.088,-0.072,0.145,False
-0.088,-0.068,-0.046,False
-0.088,-0.068,-0.042,False
-0.088,-0.068,-0.038,False
-0.088,-0.068,-0.034,False
-0.088,-0.068,-0.03,False
-0.088,-0.068,-0.026,False
-0.088,-0.068,-0.022,False
-0.088,-0.068,-0.019,False
-0.088,-0.068,-0.015,False
-0.088,-0.068,-0.011,False
-0.088,-0.068,-0.007,False
-0.088,-0.068,-0.003,False
-0.088,-0.068,0.001,False
-0.088,-0.068,0.005,False
-0.088,-0.068,0.009,False
-0.088,-0.068,0.013,False
-0.088,-0.068,0.017,False
-0.088,-0.068,0.021,False
-0.088,-0.068,0.024,False
-0.088,-0.068,0.028,False
-0.088,-0.068,0.032,False
-0.088,-0.068,0.036,False
-0.088,-0.068,0.04,False
-0.088,-0.068,0.044,False
-0.088,-0.068,0.048,False
-0.088,-0.068,0.052,False
-0.088,-0.068,0.056,False
-0.088,-0.068,0.06,False
-0.088,-0.068,0.063,False
-0.088,-0.068,0.067,False
-0.088,-0.068,0.071,False
-0.088,-0.068,0.075,False
-0.088,-0.068,0.079,False
-0.088,-0.068,0.083,False
-0.088,-0.068,0.087,False
-0.088,-0.068,0.091,False
-0.088,-0.068,0.095,False
-0.088,-0.068,0.099,False
-0.088,-0.068,0.102,False
-0.088,-0.068,0.106,False
-0.088,-0.068,0.11,False
-0.088,-0.068,0.114,False
-0.088,-0.068,0.118,False
-0.088,-0.068,0.122,False
-0.088,-0.068,0.126,False
-0.088,-0.068,0.13,False
-0.088,-0.068,0.134,False
-0.088,-0.068,0.138,False
-0.088,-0.068,0.141,False
-0.088,-0.068,0.145,False
-0.088,-0.063,-0.046,False
-0.088,-0.063,-0.042,False
-0.088,-0.063,-0.038,False
-0.088,-0.063,-0.034,False
-0.088,-0.063,-0.03,False
-0.088,-0.063,-0.026,False
-0.088,-0.063,-0.022,False
-0.088,-0.063,-0.019,False
-0.088,-0.063,-0.015,False
-0.088,-0.063,-0.011,False
-0.088,-0.063,-0.007,False
-0.088,-0.063,-0.003,False
-0.088,-0.063,0.001,False
-0.088,-0.063,0.005,False
-0.088,-0.063,0.009,False
-0.088,-0.063,0.013,False
-0.088,-0.063,0.017,False
-0.088,-0.063,0.021,False
-0.088,-0.063,0.024,False
-0.088,-0.063,0.028,False
-0.088,-0.063,0.032,False
-0.088,-0.063,0.036,False
-0.088,-0.063,0.04,False
-0.088,-0.063,0.044,False
-0.088,-0.063,0.048,False
-0.088,-0.063,0.052,False
-0.088,-0.063,0.056,False
-0.088,-0.063,0.06,False
-0.088,-0.063,0.063,False
-0.088,-0.063,0.067,False
-0.088,-0.063,0.071,False
-0.088,-0.063,0.075,False
-0.088,-0.063,0.079,False
-0.088,-0.063,0.083,False
-0.088,-0.063,0.087,False
-0.088,-0.063,0.091,False
-0.088,-0.063,0.095,False
-0.088,-0.063,0.099,False
-0.088,-0.063,0.102,False
-0.088,-0.063,0.106,False
-0.088,-0.063,0.11,False
-0.088,-0.063,0.114,False
-0.088,-0.063,0.118,False
-0.088,-0.063,0.122,False
-0.088,-0.063,0.126,False
-0.088,-0.063,0.13,False
-0.088,-0.063,0.134,False
-0.088,-0.063,0.138,False
-0.088,-0.063,0.141,False
-0.088,-0.063,0.145,False
-0.088,-0.059,-0.046,False
-0.088,-0.059,-0.042,False
-0.088,-0.059,-0.038,False
-0.088,-0.059,-0.034,False
-0.088,-0.059,-0.03,False
-0.088,-0.059,-0.026,False
-0.088,-0.059,-0.022,False
-0.088,-0.059,-0.019,False
-0.088,-0.059,-0.015,False
-0.088,-0.059,-0.011,False
-0.088,-0.059,-0.007,False
-0.088,-0.059,-0.003,False
-0.088,-0.059,0.001,False
-0.088,-0.059,0.005,False
-0.088,-0.059,0.009,False
-0.088,-0.059,0.013,False
-0.088,-0.059,0.017,False
-0.088,-0.059,0.021,False
-0.088,-0.059,0.024,False
-0.088,-0.059,0.028,False
-0.088,-0.059,0.032,False
-0.088,-0.059,0.036,False
-0.088,-0.059,0.04,False
-0.088,-0.059,0.044,False
-0.088,-0.059,0.048,False
-0.088,-0.059,0.052,False
-0.088,-0.059,0.056,False
-0.088,-0.059,0.06,False
-0.088,-0.059,0.063,False
-0.088,-0.059,0.067,False
-0.088,-0.059,0.071,False
-0.088,-0.059,0.075,False
-0.088,-0.059,0.079,False
-0.088,-0.059,0.083,False
-0.088,-0.059,0.087,False
-0.088,-0.059,0.091,False
-0.088,-0.059,0.095,False
-0.088,-0.059,0.099,False
-0.088,-0.059,0.102,False
-0.088,-0.059,0.106,False
-0.088,-0.059,0.11,False
-0.088,-0.059,0.114,False
-0.088,-0.059,0.118,False
-0.088,-0.059,0.122,False
-0.088,-0.059,0.126,False
-0.088,-0.059,0.13,False
-0.088,-0.059,0.134,False
-0.088,-0.059,0.138,False
-0.088,-0.059,0.141,False
-0.088,-0.059,0.145,False
-0.088,-0.055,-0.046,False
-0.088,-0.055,-0.042,False
-0.088,-0.055,-0.038,False
-0.088,-0.055,-0.034,False
-0.088,-0.055,-0.03,False
-0.088,-0.055,-0.026,False
-0.088,-0.055,-0.022,False
-0.088,-0.055,-0.019,False
-0.088,-0.055,-0.015,False
-0.088,-0.055,-0.011,False
-0.088,-0.055,-0.007,False
-0.088,-0.055,-0.003,False
-0.088,-0.055,0.001,False
-0.088,-0.055,0.005,False
-0.088,-0.055,0.009,False
-0.088,-0.055,0.013,False
-0.088,-0.055,0.017,False
-0.088,-0.055,0.021,False
-0.088,-0.055,0.024,False
-0.088,-0.055,0.028,False
-0.088,-0.055,0.032,False
-0.088,-0.055,0.036,False
-0.088,-0.055,0.04,False
-0.088,-0.055,0.044,False
-0.088,-0.055,0.048,False
-0.088,-0.055,0.052,False
-0.088,-0.055,0.056,False
-0.088,-0.055,0.06,False
-0.088,-0.055,0.063,False
-0.088,-0.055,0.067,False
-0.088,-0.055,0.071,False
-0.088,-0.055,0.075,False
-0.088,-0.055,0.079,False
-0.088,-0.055,0.083,False
-0.088,-0.055,0.087,False
-0.088,-0.055,0.091,False
-0.088,-0.055,0.095,False
-0.088,-0.055,0.099,False
-0.088,-0.055,0.102,False
-0.088,-0.055,0.106,False
-0.088,-0.055,0.11,False
-0.088,-0.055,0.114,False
-0.088,-0.055,0.118,False
-0.088,-0.055,0.122,False
-0.088,-0.055,0.126,False
-0.088,-0.055,0.13,False
-0.088,-0.055,0.134,False
-0.088,-0.055,0.138,False
-0.088,-0.055,0.141,False
-0.088,-0.055,0.145,False
-0.088,-0.051,-0.046,False
-0.088,-0.051,-0.042,False
-0.088,-0.051,-0.038,False
-0.088,-0.051,-0.034,False
-0.088,-0.051,-0.03,False
-0.088,-0.051,-0.026,False
-0.088,-0.051,-0.022,False
-0.088,-0.051,-0.019,False
-0.088,-0.051,-0.015,False
-0.088,-0.051,-0.011,False
-0.088,-0.051,-0.007,False
-0.088,-0.051,-0.003,False
-0.088,-0.051,0.001,False
-0.088,-0.051,0.005,False
-0.088,-0.051,0.009,False
-0.088,-0.051,0.013,False
-0.088,-0.051,0.017,False
-0.088,-0.051,0.021,False
-0.088,-0.051,0.024,False
-0.088,-0.051,0.028,False
-0.088,-0.051,0.032,False
-0.088,-0.051,0.036,False
-0.088,-0.051,0.04,False
-0.088,-0.051,0.044,False
-0.088,-0.051,0.048,False
-0.088,-0.051,0.052,False
-0.088,-0.051,0.056,False
-0.088,-0.051,0.06,False
-0.088,-0.051,0.063,False
-0.088,-0.051,0.067,False
-0.088,-0.051,0.071,False
-0.088,-0.051,0.075,False
-0.088,-0.051,0.079,False
-0.088,-0.051,0.083,False
-0.088,-0.051,0.087,False
-0.088,-0.051,0.091,False
-0.088,-0.051,0.095,False
-0.088,-0.051,0.099,False
-0.088,-0.051,0.102,False
-0.088,-0.051,0.106,False
-0.088,-0.051,0.11,False
-0.088,-0.051,0.114,False
-0.088,-0.051,0.118,False
-0.088,-0.051,0.122,False
-0.088,-0.051,0.126,False
-0.088,-0.051,0.13,False
-0.088,-0.051,0.134,False
-0.088,-0.051,0.138,False
-0.088,-0.051,0.141,False
-0.088,-0.051,0.145,False
-0.088,-0.047,-0.046,False
-0.088,-0.047,-0.042,False
-0.088,-0.047,-0.038,False
-0.088,-0.047,-0.034,False
-0.088,-0.047,-0.03,False
-0.088,-0.047,-0.026,False
-0.088,-0.047,-0.022,False
-0.088,-0.047,-0.019,False
-0.088,-0.047,-0.015,False
-0.088,-0.047,-0.011,False
-0.088,-0.047,-0.007,False
-0.088,-0.047,-0.003,False
-0.088,-0.047,0.001,False
-0.088,-0.047,0.005,False
-0.088,-0.047,0.009,False
-0.088,-0.047,0.013,False
-0.088,-0.047,0.017,False
-0.088,-0.047,0.021,False
-0.088,-0.047,0.024,False
-0.088,-0.047,0.028,False
-0.088,-0.047,0.032,False
-0.088,-0.047,0.036,False
-0.088,-0.047,0.04,False
-0.088,-0.047,0.044,False
-0.088,-0.047,0.048,False
-0.088,-0.047,0.052,False
-0.088,-0.047,0.056,False
-0.088,-0.047,0.06,False
-0.088,-0.047,0.063,False
-0.088,-0.047,0.067,False
-0.088,-0.047,0.071,False
-0.088,-0.047,0.075,False
-0.088,-0.047,0.079,False
-0.088,-0.047,0.083,False
-0.088,-0.047,0.087,False
-0.088,-0.047,0.091,False
-0.088,-0.047,0.095,False
-0.088,-0.047,0.099,False
-0.088,-0.047,0.102,False
-0.088,-0.047,0.106,False
-0.088,-0.047,0.11,False
-0.088,-0.047,0.114,False
-0.088,-0.047,0.118,False
-0.088,-0.047,0.122,False
-0.088,-0.047,0.126,False
-0.088,-0.047,0.13,False
-0.088,-0.047,0.134,False
-0.088,-0.047,0.138,False
-0.088,-0.047,0.141,False
-0.088,-0.047,0.145,False
-0.088,-0.043,-0.046,False
-0.088,-0.043,-0.042,False
-0.088,-0.043,-0.038,False
-0.088,-0.043,-0.034,False
-0.088,-0.043,-0.03,False
-0.088,-0.043,-0.026,False
-0.088,-0.043,-0.022,False
-0.088,-0.043,-0.019,False
-0.088,-0.043,-0.015,False
-0.088,-0.043,-0.011,False
-0.088,-0.043,-0.007,False
-0.088,-0.043,-0.003,False
-0.088,-0.043,0.001,False
-0.088,-0.043,0.005,False
-0.088,-0.043,0.009,False
-0.088,-0.043,0.013,False
-0.088,-0.043,0.017,False
-0.088,-0.043,0.021,False
-0.088,-0.043,0.024,False
-0.088,-0.043,0.028,False
-0.088,-0.043,0.032,False
-0.088,-0.043,0.036,False
-0.088,-0.043,0.04,False
-0.088,-0.043,0.044,False
-0.088,-0.043,0.048,False
-0.088,-0.043,0.052,False
-0.088,-0.043,0.056,False
-0.088,-0.043,0.06,False
-0.088,-0.043,0.063,False
-0.088,-0.043,0.067,False
-0.088,-0.043,0.071,False
-0.088,-0.043,0.075,False
-0.088,-0.043,0.079,False
-0.088,-0.043,0.083,False
-0.088,-0.043,0.087,False
-0.088,-0.043,0.091,False
-0.088,-0.043,0.095,False
-0.088,-0.043,0.099,False
-0.088,-0.043,0.102,False
-0.088,-0.043,0.106,False
-0.088,-0.043,0.11,False
-0.088,-0.043,0.114,False
-0.088,-0.043,0.118,False
-0.088,-0.043,0.122,False
-0.088,-0.043,0.126,False
-0.088,-0.043,0.13,False
-0.088,-0.043,0.134,False
-0.088,-0.043,0.138,False
-0.088,-0.043,0.141,False
-0.088,-0.043,0.145,False
-0.088,-0.038,-0.046,False
-0.088,-0.038,-0.042,False
-0.088,-0.038,-0.038,False
-0.088,-0.038,-0.034,False
-0.088,-0.038,-0.03,False
-0.088,-0.038,-0.026,False
-0.088,-0.038,-0.022,False
-0.088,-0.038,-0.019,False
-0.088,-0.038,-0.015,False
-0.088,-0.038,-0.011,False
-0.088,-0.038,-0.007,False
-0.088,-0.038,-0.003,False
-0.088,-0.038,0.001,False
-0.088,-0.038,0.005,False
-0.088,-0.038,0.009,False
-0.088,-0.038,0.013,False
-0.088,-0.038,0.017,False
-0.088,-0.038,0.021,False
-0.088,-0.038,0.024,False
-0.088,-0.038,0.028,False
-0.088,-0.038,0.032,False
-0.088,-0.038,0.036,False
-0.088,-0.038,0.04,False
-0.088,-0.038,0.044,False
-0.088,-0.038,0.048,False
-0.088,-0.038,0.052,False
-0.088,-0.038,0.056,False
-0.088,-0.038,0.06,False
-0.088,-0.038,0.063,False
-0.088,-0.038,0.067,False
-0.088,-0.038,0.071,False
-0.088,-0.038,0.075,False
-0.088,-0.038,0.079,False
-0.088,-0.038,0.083,False
-0.088,-0.038,0.087,False
-0.088,-0.038,0.091,False
-0.088,-0.038,0.095,False
-0.088,-0.038,0.099,False
-0.088,-0.038,0.102,False
-0.088,-0.038,0.106,False
-0.088,-0.038,0.11,False
-0.088,-0.038,0.114,False
-0.088,-0.038,0.118,False
-0.088,-0.038,0.122,False
-0.088,-0.038,0.126,False
-0.088,-0.038,0.13,False
-0.088,-0.038,0.134,False
-0.088,-0.038,0.138,False
-0.088,-0.038,0.141,False
-0.088,-0.038,0.145,False
-0.088,-0.034,-0.046,False
-0.088,-0.034,-0.042,False
-0.088,-0.034,-0.038,False
-0.088,-0.034,-0.034,False
-0.088,-0.034,-0.03,False
-0.088,-0.034,-0.026,False
-0.088,-0.034,-0.022,False
-0.088,-0.034,-0.019,False
-0.088,-0.034,-0.015,False
-0.088,-0.034,-0.011,False
-0.088,-0.034,-0.007,False
-0.088,-0.034,-0.003,False
-0.088,-0.034,0.001,False
-0.088,-0.034,0.005,False
-0.088,-0.034,0.009,False
-0.088,-0.034,0.013,False
-0.088,-0.034,0.017,False
-0.088,-0.034,0.021,False
-0.088,-0.034,0.024,False
-0.088,-0.034,0.028,False
-0.088,-0.034,0.032,False
-0.088,-0.034,0.036,False
-0.088,-0.034,0.04,False
-0.088,-0.034,0.044,False
-0.088,-0.034,0.048,False
-0.088,-0.034,0.052,False
-0.088,-0.034,0.056,False
-0.088,-0.034,0.06,False
-0.088,-0.034,0.063,False
-0.088,-0.034,0.067,False
-0.088,-0.034,0.071,False
-0.088,-0.034,0.075,False
-0.088,-0.034,0.079,False
-0.088,-0.034,0.083,False
-0.088,-0.034,0.087,False
-0.088,-0.034,0.091,False
-0.088,-0.034,0.095,False
-0.088,-0.034,0.099,False
-0.088,-0.034,0.102,False
-0.088,-0.034,0.106,False
-0.088,-0.034,0.11,False
-0.088,-0.034,0.114,False
-0.088,-0.034,0.118,False
-0.088,-0.034,0.122,False
-0.088,-0.034,0.126,False
-0.088,-0.034,0.13,False
-0.088,-0.034,0.134,False
-0.088,-0.034,0.138,False
-0.088,-0.034,0.141,False
-0.088,-0.034,0.145,False
-0.088,-0.03,-0.046,False
-0.088,-0.03,-0.042,False
-0.088,-0.03,-0.038,False
-0.088,-0.03,-0.034,False
-0.088,-0.03,-0.03,False
-0.088,-0.03,-0.026,False
-0.088,-0.03,-0.022,False
-0.088,-0.03,-0.019,False
-0.088,-0.03,-0.015,False
-0.088,-0.03,-0.011,False
-0.088,-0.03,-0.007,False
-0.088,-0.03,-0.003,False
-0.088,-0.03,0.001,False
-0.088,-0.03,0.005,False
-0.088,-0.03,0.009,False
-0.088,-0.03,0.013,False
-0.088,-0.03,0.017,False
-0.088,-0.03,0.021,False
-0.088,-0.03,0.024,False
-0.088,-0.03,0.028,False
-0.088,-0.03,0.032,False
-0.088,-0.03,0.036,False
-0.088,-0.03,0.04,False
-0.088,-0.03,0.044,False
-0.088,-0.03,0.048,False
-0.088,-0.03,0.052,False
-0.088,-0.03,0.056,False
-0.088,-0.03,0.06,False
-0.088,-0.03,0.063,False
-0.088,-0.03,0.067,False
-0.088,-0.03,0.071,False
-0.088,-0.03,0.075,False
-0.088,-0.03,0.079,False
-0.088,-0.03,0.083,False
-0.088,-0.03,0.087,False
-0.088,-0.03,0.091,False
-0.088,-0.03,0.095,False
-0.088,-0.03,0.099,False
-0.088,-0.03,0.102,False
-0.088,-0.03,0.106,False
-0.088,-0.03,0.11,False
-0.088,-0.03,0.114,False
-0.088,-0.03,0.118,False
-0.088,-0.03,0.122,False
-0.088,-0.03,0.126,False
-0.088,-0.03,0.13,False
-0.088,-0.03,0.134,False
-0.088,-0.03,0.138,False
-0.088,-0.03,0.141,False
-0.088,-0.03,0.145,False
-0.088,-0.026,-0.046,False
-0.088,-0.026,-0.042,False
-0.088,-0.026,-0.038,False
-0.088,-0.026,-0.034,False
-0.088,-0.026,-0.03,False
-0.088,-0.026,-0.026,False
-0.088,-0.026,-0.022,False
-0.088,-0.026,-0.019,False
-0.088,-0.026,-0.015,False
-0.088,-0.026,-0.011,False
-0.088,-0.026,-0.007,False
-0.088,-0.026,-0.003,False
-0.088,-0.026,0.001,False
-0.088,-0.026,0.005,False
-0.088,-0.026,0.009,False
-0.088,-0.026,0.013,False
-0.088,-0.026,0.017,False
-0.088,-0.026,0.021,False
-0.088,-0.026,0.024,False
-0.088,-0.026,0.028,False
-0.088,-0.026,0.032,False
-0.088,-0.026,0.036,False
-0.088,-0.026,0.04,False
-0.088,-0.026,0.044,False
-0.088,-0.026,0.048,False
-0.088,-0.026,0.052,False
-0.088,-0.026,0.056,False
-0.088,-0.026,0.06,False
-0.088,-0.026,0.063,False
-0.088,-0.026,0.067,False
-0.088,-0.026,0.071,False
-0.088,-0.026,0.075,False
-0.088,-0.026,0.079,False
-0.088,-0.026,0.083,False
-0.088,-0.026,0.087,False
-0.088,-0.026,0.091,False
-0.088,-0.026,0.095,False
-0.088,-0.026,0.099,False
-0.088,-0.026,0.102,False
-0.088,-0.026,0.106,False
-0.088,-0.026,0.11,False
-0.088,-0.026,0.114,False
-0.088,-0.026,0.118,False
-0.088,-0.026,0.122,False
-0.088,-0.026,0.126,False
-0.088,-0.026,0.13,False
-0.088,-0.026,0.134,False
-0.088,-0.026,0.138,False
-0.088,-0.026,0.141,False
-0.088,-0.026,0.145,False
-0.088,-0.022,-0.046,False
-0.088,-0.022,-0.042,False
-0.088,-0.022,-0.038,False
-0.088,-0.022,-0.034,False
-0.088,-0.022,-0.03,False
-0.088,-0.022,-0.026,False
-0.088,-0.022,-0.022,False
-0.088,-0.022,-0.019,False
-0.088,-0.022,-0.015,False
-0.088,-0.022,-0.011,False
-0.088,-0.022,-0.007,False
-0.088,-0.022,-0.003,False
-0.088,-0.022,0.001,False
-0.088,-0.022,0.005,False
-0.088,-0.022,0.009,False
-0.088,-0.022,0.013,False
-0.088,-0.022,0.017,False
-0.088,-0.022,0.021,False
-0.088,-0.022,0.024,False
-0.088,-0.022,0.028,False
-0.088,-0.022,0.032,False
-0.088,-0.022,0.036,False
-0.088,-0.022,0.04,False
-0.088,-0.022,0.044,False
-0.088,-0.022,0.048,False
-0.088,-0.022,0.052,False
-0.088,-0.022,0.056,False
-0.088,-0.022,0.06,False
-0.088,-0.022,0.063,False
-0.088,-0.022,0.067,False
-0.088,-0.022,0.071,False
-0.088,-0.022,0.075,False
-0.088,-0.022,0.079,False
-0.088,-0.022,0.083,False
-0.088,-0.022,0.087,False
-0.088,-0.022,0.091,False
-0.088,-0.022,0.095,False
-0.088,-0.022,0.099,False
-0.088,-0.022,0.102,False
-0.088,-0.022,0.106,False
-0.088,-0.022,0.11,False
-0.088,-0.022,0.114,False
-0.088,-0.022,0.118,False
-0.088,-0.022,0.122,False
-0.088,-0.022,0.126,False
-0.088,-0.022,0.13,False
-0.088,-0.022,0.134,False
-0.088,-0.022,0.138,False
-0.088,-0.022,0.141,False
-0.088,-0.022,0.145,False
-0.088,-0.018,-0.046,False
-0.088,-0.018,-0.042,False
-0.088,-0.018,-0.038,False
-0.088,-0.018,-0.034,False
-0.088,-0.018,-0.03,False
-0.088,-0.018,-0.026,False
-0.088,-0.018,-0.022,False
-0.088,-0.018,-0.019,False
-0.088,-0.018,-0.015,False
-0.088,-0.018,-0.011,False
-0.088,-0.018,-0.007,False
